fiscal_year,fiscal_period,cik,filed,rd_expense,z_score,symbol
2023.0,FY,1840856,2024-03-01,187009000,-0.19643174200237326,SOUN
2023.0,FY,1841156,2024-03-05,119590000,-0.20761052525229107,PAY
2023.0,FY,1841804,2024-02-21,229122000,-0.18944896119868604,INST
2023.0,FY,1841925,2024-02-29,333821000,-0.17208875966079396,INDI
2023.0,FY,1845022,2023-03-29,148399000,-0.20283368835695173,BASE
2023.0,FY,1845815,2024-02-28,314998000,-0.1752098121402612,PAYO
2023.0,FY,1847064,2024-03-14,6072972,-0.22643284909552297,PSQH
2023.0,FY,1851003,2024-02-28,207797000,-0.19298487174029147,ZETA
2023.0,FY,1852131,2023-06-09,48803000,-0.2193477585235044,NXT
2023.0,FY,1853145,2024-03-14,196742000,-0.1948179076623289,EVCM
2023.0,FY,1854445,2023-09-28,14952386,-0.2249605483421406,VRAR
2023.0,FY,1854583,2024-07-10,0,-0.22743981208326855,CAUD
2023.0,FY,1855447,2024-03-21,15178000,-0.224923139154758,TYGO
2023.0,FY,1855747,2024-03-14,311901000,-0.17572332749535394,BLND
2023.0,FY,1856314,2024-02-28,188733000,-0.19614588456866971,YOU
2023.0,FY,1857816,2024-03-27,5351000,-0.2265525596889834,GCT
2023.0,FY,1858257,2024-02-29,246607000,-0.18654976327043415,AVDX
2023.0,FY,1861622,2024-04-01,298136,-0.2273903779812647,JTAI
2023.0,FY,1865631,2024-03-13,36562000,-0.2213774457891453,NN
2023.0,FY,1866368,2024-02-29,290735000,-0.1792328741553127,CWAN
2023.0,FY,1866633,2024-02-28,25397000,-0.2232287208745861,CCSI
2023.0,FY,1866692,2024-02-20,218978000,-0.19113094368562838,AMPL
2023.0,FY,1867072,2023-05-26,241000000,-0.1874794631722762,KD
2023.0,FY,1868778,2024-02-22,914501000,-0.07580587416023364,INFA
2023.0,FY,1874097,2024-03-07,22201312,-0.223758599743842,CYN
2023.0,FY,1880431,2024-04-16,15643942,-0.22484588104317177,VHAI
2023.0,FY,1883085,2024-04-25,291527000,-0.17910155217880852,PGY
2023.0,FY,1892322,2024-04-09,1660166,-0.22716453900189856,HTCR
2023.0,FY,1893448,2024-03-29,600000,-0.22734032573743207,SGE
2023.0,FY,1898474,2024-03-29,524000,-0.22735292734123802,SGN
2023.0,FY,1902314,2024-03-25,4222000,-0.22673975982973243,MPTI
2023.0,FY,1902733,2023-03-28,259202000,-0.18446137906074972,NCNO
2023.0,FY,1905956,2023-09-28,815781,-0.22730454696544716,TGL
2023.0,FY,1907982,2024-03-29,69979000,-0.21583655375778169,QBTS
2023.0,FY,1929589,2023-12-29,70766000,-0.2157060608341595,MRDB
2023.0,FY,1974138,2024-03-26,248000000,-0.1863187891375171,NATL
2023.0,Q1,2488,2023-05-03,2471000000,2.0215074092957765,AMD
2023.0,Q1,4127,2023-02-07,315000000,0.053304599132630394,SWKS
2023.0,Q1,6281,2023-02-15,840875000,0.5333735475531056,ADI
2023.0,Q1,6951,2023-02-23,1425000000,1.0666186618789628,AMAT
2023.0,Q1,8146,2023-06-08,3310000,-0.23123581547764374,ALOT
2023.0,Q1,8504,2023-05-15,3767267,-0.23081837846725653,UAVS
2023.0,Q1,21535,2023-05-05,45616000,-0.19261485625372815,COHU
2023.0,Q1,23197,2022-12-08,25248000,-0.21120871285734732,CMTL
2023.0,Q1,26058,2023-04-27,12780000,-0.2225906945999791,CTS
2023.0,Q1,28823,2023-05-30,58700000,-0.18067053085104975,DBD
2023.0,Q1,29002,2023-05-09,61909000,-0.17774104902460564,DIOD
2023.0,Q1,39020,2022-09-14,2465000,-0.2320072122191038,FEIM
2023.0,Q1,47217,2023-03-01,821000000,0.515229748456634,HPQ
2023.0,Q1,50863,2023-04-28,8471000000,7.498880721438113,INTC
2023.0,Q1,51143,2023-04-25,3334000000,2.8093362706922496,IBM
2023.0,Q1,56978,2023-02-02,67677000,-0.1724754674805328,KLIC
2023.0,Q1,65770,2023-05-10,20285000,-0.21573941348204106,MVIS
2023.0,Q1,68505,2023-05-04,398000000,0.12907492995059938,MSI
2023.0,Q1,70866,2023-05-05,129000000,-0.11649397354378203,VYX
2023.0,Q1,78749,2023-07-27,24877000,-0.21154739710714812,AGYS
2023.0,Q1,84748,2023-04-28,17846000,-0.21796596573342691,ROG
2023.0,Q1,87050,2023-05-11,1825000,-0.23259146537239897,NEON
2023.0,Q1,88941,2022-06-01,75579000,-0.16526176682844132,SMTC
2023.0,Q1,97476,2023-04-26,846000000,0.5380521372572271,TXN
2023.0,Q1,101984,2023-05-09,16166000,-0.21949963026082678,UEIC
2023.0,Q1,103145,2023-05-08,51679000,-0.1870799705218083,VECO
2023.0,Q1,317788,2022-08-08,27057000,-0.20955728480373642,APPS
2023.0,Q1,319201,2022-10-28,576668000,0.29218015243957385,KLAC
2023.0,Q1,320121,2023-05-10,8263000,-0.22671424380847024,TLS
2023.0,Q1,320193,2023-02-03,14015000000,12.559973661857631,AAPL
2023.0,Q1,320340,2023-05-04,4838000,-0.2298409110741515,CCRD
2023.0,Q1,350868,2022-08-04,3901000,-0.23069629420639773,ITI
2023.0,Q1,351789,2023-05-11,499000,-0.23380196487438243,ELSE
2023.0,Q1,351998,2023-05-15,3241000,-0.2312988052707334,DAIO
2023.0,Q1,356037,2023-02-09,1463000,-0.23292193356223156,CSPI
2023.0,Q1,704532,2023-05-04,53583000,-0.18534181739075514,ONTO
2023.0,Q1,707549,2022-10-24,815702000,0.5103932278220124,LRCX
2023.0,Q1,708821,2023-05-10,25156000,-0.21129269924813351,PAR
2023.0,Q1,709283,2022-08-04,23416000,-0.21288113750865478,QMCO
2023.0,Q1,713425,2022-09-02,8878000,-0.22615281304397566,AMSWA
2023.0,Q1,719733,2022-11-09,4745000,-0.2299258103604897,KTCC
2023.0,Q1,722572,2022-11-14,1992022,-0.23243899173150886,FKWL
2023.0,Q1,723125,2022-12-22,1561000000,1.190772456954189,MU
2023.0,Q1,724004,2022-08-04,8511000,-0.22648784571156838,MLAB
2023.0,Q1,729580,2023-05-05,20464000,-0.2155760051782288,BELFA
2023.0,Q1,729580,2023-05-05,20464000,-0.2155760051782288,BELFB
2023.0,Q1,733269,2022-08-04,82437000,-0.15900112913266265,RAMP
2023.0,Q1,736012,2023-05-15,3446000,-0.23111166168256853,INTZ
2023.0,Q1,746210,2023-05-10,1010000,-0.2333354752472983,OBLG
2023.0,Q1,746838,2023-05-02,12700000,-0.222663726244141,UIS
2023.0,Q1,748268,2022-09-12,777024,-0.2335481580014266,RCAT
2023.0,Q1,751978,2023-05-03,30122000,-0.2067592599367837,VICR
2023.0,Q1,769397,2022-06-02,555000000,0.2723995316183238,ADSK
2023.0,Q1,771266,2023-05-11,7720830,-0.22720918838991094,KOPN
2023.0,Q1,772406,2022-08-02,195412000,-0.05586675414278256,CRUS
2023.0,Q1,779152,2022-11-09,59747000,-0.1797147292080809,JKHY
2023.0,Q1,780571,2023-05-04,99161000,-0.1437338639206179,ITRI
2023.0,Q1,789019,2022-10-25,12227000000,10.927716414839216,MSFT
2023.0,Q1,793524,2023-05-04,298047,-0.23398541397424827,REFR
2023.0,Q1,797721,2022-08-09,133995000,-0.11193406026142355,VSAT
2023.0,Q1,804328,2023-02-02,4181000000,3.5825588032563425,QCOM
2023.0,Q1,806172,2022-07-15,930449,-0.23340809700135737,SOTK
2023.0,Q1,807707,2022-07-11,4890000,-0.22979344050544628,VOXX
2023.0,Q1,807863,2023-09-06,14077000,-0.22140666906900433,MITK
2023.0,Q1,808326,2023-02-09,9978000,-0.22514862793674956,EMKR
2023.0,Q1,810136,2023-03-09,9241000,-0.22582143195859106,PLAB
2023.0,Q1,813672,2023-04-24,641190000,0.3510819992472485,CDNS
2023.0,Q1,814547,2023-01-26,75613000,-0.16523072837967254,FICO
2023.0,Q1,816761,2023-05-05,146000000,-0.10097474915937875,TDC
2023.0,Q1,817720,2023-11-09,176000000,-0.07358788259866707,SYNA
2023.0,Q1,820318,2022-11-09,210050000,-0.04250378905225931,COHR
2023.0,Q1,827054,2022-08-02,507400000,0.22894570334199466,MCHP
2023.0,Q1,828146,2023-05-11,790000,-0.23353631226874352,LINK
2023.0,Q1,833640,2023-05-04,47659000,-0.19074981064094368,POWI
2023.0,Q1,840715,2023-05-15,2396000,-0.23207020201219344,CLRO
2023.0,Q1,843006,2023-05-11,1049000,-0.2332998723207694,ISDR
2023.0,Q1,849399,2022-08-05,129000000,-0.11649397354378203,GEN
2023.0,Q1,851205,2023-05-04,74596000,-0.16615914315608066,CGNX
2023.0,Q1,851310,2023-05-09,62342000,-0.17734576525057935,HLIT
2023.0,Q1,855658,2023-05-02,68544000,-0.17168398703692822,LSCC
2023.0,Q1,857005,2023-05-03,533279000,0.25257052733281654,PTC
2023.0,Q1,858877,2022-11-22,3495000000,2.956312454568069,CSCO
2023.0,Q1,864749,2023-05-03,299600000,0.03924600763146506,TRMB
2023.0,Q1,866291,2022-08-01,63411000,-0.176369879905466,ALGM
2023.0,Q1,867773,2023-05-03,12257000,-0.22306813897368752,SPWR
2023.0,Q1,877212,2023-05-02,283000000,0.024091941467871265,ZBRA
2023.0,Q1,882508,2023-05-17,6050000,-0.22873448166509874,QUIK
2023.0,Q1,883241,2023-02-17,849300000,0.5410646925789054,SNPS
2023.0,Q1,884144,2023-05-08,3800000,-0.23078849665715212,ASUR
2023.0,Q1,889331,2023-05-03,46846000,-0.19149199472473896,LFUS
2023.0,Q1,890394,2023-05-15,9373000,-0.22570092974572392,PRSO
2023.0,Q1,895419,2022-10-27,105100000,-0.138312177237149,WOLF
2023.0,Q1,896878,2022-11-29,1155000000,0.8201368628325575,INTU
2023.0,Q1,897723,2023-02-01,10376000,-0.22478529550704412,SANM
2023.0,Q1,898293,2023-01-06,18000000,-0.21782537981841527,JBL
2023.0,Q1,909494,2023-05-08,8580000,-0.22642485591847875,TCX
2023.0,Q1,910638,2023-05-10,43821000,-0.19425350376961073,DDD
2023.0,Q1,912093,2022-11-04,106200000,-0.13730799212992292,VIAV
2023.0,Q1,913142,2023-05-08,52840000,-0.18602009878590878,BDC
2023.0,Q1,915779,2022-09-02,14601000,-0.2209283117997439,DAKT
2023.0,Q1,917273,2023-05-05,81713000,-0.1596620655123278,RMBS
2023.0,Q1,917491,2023-05-08,24846000,-0.21157569686926087,FARO
2023.0,Q1,924383,2023-02-09,3649000,-0.2309263438855077,GNSS
2023.0,Q1,926282,2023-05-10,96634000,-0.14604075098058186,ADTN
2023.0,Q1,926423,2022-06-09,1867000,-0.232553123759214,MIND
2023.0,Q1,936395,2023-03-08,330139000,0.06712492489471754,CIEN
2023.0,Q1,944075,2023-05-15,2300725,-0.2321571781359125,SCKT
2023.0,Q1,944480,2023-05-15,323000,-0.23396263449153862,GVP
2023.0,Q1,948708,2023-05-12,13133000,-0.22226844247011474,SMSI
2023.0,Q1,1002047,2022-08-30,450000000,0.17654549865583297,NTAP
2023.0,Q1,1005284,2023-05-03,57968000,-0.1813387703951311,OLED
2023.0,Q1,1005757,2023-05-04,68445000,-0.17177436369657856,CSGS
2023.0,Q1,1007587,2023-05-05,5576000,-0.229167194156758,KVHI
2023.0,Q1,1013462,2023-05-03,225609000,-0.028300047158322208,ANSS
2023.0,Q1,1013857,2023-04-26,146866000,-0.10018418161132621,PEGA
2023.0,Q1,1014473,2023-04-27,47100000,-0.19126011925452494,VRSN
2023.0,Q1,1015739,2023-05-03,4805000,-0.2298710366273683,AWRE
2023.0,Q1,1017303,2023-05-15,4552000,-0.23010199920203028,TACT
2023.0,Q1,1022652,2023-05-04,26714000,-0.20987040797808054,INSG
2023.0,Q1,1023731,2022-08-01,60347000,-0.1791669918768667,EGHT
2023.0,Q1,1031308,2023-05-09,129073000,-0.1164273321684843,BSY
2023.0,Q1,1032975,2022-07-28,144763000,-0.1021040009572321,LOGI
2023.0,Q1,1036262,2023-05-11,3828000,-0.23076293558169547,INTT
2023.0,Q1,1038074,2023-04-26,166938000,-0.08186054209110605,SLAB
2023.0,Q1,1039065,2022-10-28,59819000,-0.1796490007283352,OSIS
2023.0,Q1,1039280,2022-11-10,1592903,-0.23280334569133704,NTWK
2023.0,Q1,1039399,2023-05-09,55379000,-0.18370225697932052,FORM
2023.0,Q1,1040161,2023-05-09,15826000,-0.21981001474851483,PXLW
2023.0,Q1,1040470,2022-10-14,2819000,-0.2316840471936874,AEHR
2023.0,Q1,1040896,2023-05-11,2912000,-0.2315991479073492,IDN
2023.0,Q1,1043604,2023-04-28,533400000,0.2526809876946114,JNPR
2023.0,Q1,1044777,2023-05-04,21559000,-0.21457638454876285,OSPN
2023.0,Q1,1045810,2022-05-27,2771000000,2.2953760749028937,NVDA
2023.0,Q1,1047127,2023-05-03,85410000,-0.15628709065649612,AMKR
2023.0,Q1,1048695,2023-02-03,272594000,0.014592350353512407,FFIV
2023.0,Q1,1049502,2023-05-05,124000000,-0.12105845130390065,MKSI
2023.0,Q1,1050446,2023-05-01,64881000,-0.17502792344399112,MSTR
2023.0,Q1,1051627,2023-05-10,6754000,-0.22809180319647404,AXTI
2023.0,Q1,1056696,2023-04-28,58249000,-0.18108224674501244,MANH
2023.0,Q1,1058811,2023-05-11,643000,-0.23367050791489102,IMMR
2023.0,Q1,1066194,2022-11-14,12483000,-0.22286182457893014,EGAN
2023.0,Q1,1066923,2023-05-22,641778,-0.2336716234732556,FTFT
2023.0,Q1,1070050,2023-05-08,3578000,-0.2309911594697014,APCX
2023.0,Q1,1070235,2022-06-24,110000000,-0.13383898903223276,BB
2023.0,Q1,1074828,2023-02-14,2628803,-0.23185767718899566,KNW
2023.0,Q1,1076930,2023-05-09,43757000,-0.19431192908494024,NOVT
2023.0,Q1,1078075,2022-08-04,86277000,-0.15549561021289154,NTCT
2023.0,Q1,1078271,2022-10-28,98755000,-0.14410449951473953,EXTR
2023.0,Q1,1082324,2023-05-15,2595000,-0.23188853579734073,VHC
2023.0,Q1,1085243,2023-05-15,1445691,-0.23293773487134156,VTSI
2023.0,Q1,1086222,2023-05-09,191798000,-0.059165958667796295,AKAM
2023.0,Q1,1092699,2023-04-26,23264000,-0.21301989763256238,SPSC
2023.0,Q1,1101302,2023-05-11,118621000,-0.12596891647823627,ENTG
2023.0,Q1,1101680,2023-05-09,26695000,-0.209887752993569,DZSI
2023.0,Q1,1102993,2023-05-11,342364000,0.07828507301820754,LPSN
2023.0,Q1,1107843,2023-05-04,50902000,-0.18778929036573075,QLYS
2023.0,Q1,1108524,2022-06-01,2269000000,1.8371025077869847,CRM
2023.0,Q1,1110611,2023-05-10,21743000,-0.21440841176719047,ONTF
2023.0,Q1,1111928,2023-05-02,56220000,-0.1829345118200686,IPGP
2023.0,Q1,1113232,2023-05-05,40746000,-0.19706065759208366,ACLS
2023.0,Q1,1114925,2022-11-09,8567000,-0.22643672356065506,LTRX
2023.0,Q1,1114995,2023-04-26,40424000,-0.1973546099598353,PI
2023.0,Q1,1116942,2023-05-09,12640000,-0.22271849997726242,TTMI
2023.0,Q1,1120914,2023-05-09,27140000,-0.20948151447291843,PDFS
2023.0,Q1,1121788,2023-05-03,430491000,0.15873581933140216,GRMN
2023.0,Q1,1122904,2023-05-05,45955000,-0.1923053846615921,NTGR
2023.0,Q1,1124796,2023-05-05,25012000,-0.21142415620762492,LASR
2023.0,Q1,1126741,2022-08-05,12722000,-0.22264364254199648,GSIT
2023.0,Q1,1131554,2023-05-09,30526000,-0.2063904501337661,SNCR
2023.0,Q1,1137789,2022-10-27,467000000,0.19206472304023625,STX
2023.0,Q1,1138639,2023-05-04,154453000,-0.09325804305812223,INFN
2023.0,Q1,1158114,2023-05-04,18022000,-0.21780529611627075,AAOI
2023.0,Q1,1166388,2022-06-07,60095000,-0.17939704155597666,VRNT
2023.0,Q1,1169561,2022-07-27,76248000,-0.16465103970413747,CVLT
2023.0,Q1,1173489,2023-05-10,41001000,-0.19682786922631762,CEVA
2023.0,Q1,1178697,2023-05-08,4273000,-0.23035669706104492,SONM
2023.0,Q1,1211805,2023-05-15,754000,-0.2335691765086164,MYSZ
2023.0,Q1,1239819,2023-05-09,5360000,-0.22936437959599512,LUNA
2023.0,Q1,1261333,2022-06-09,197643000,-0.05383008416621764,DOCU
2023.0,Q1,1262039,2023-05-08,276000000,0.017701672603705206,FTNT
2023.0,Q1,1272842,2023-05-11,5691000,-0.22906221116827527,AIRG
2023.0,Q1,1274494,2023-04-27,57618000,-0.18165828383833943,FSLR
2023.0,Q1,1280058,2023-05-04,80543000,-0.16073015330819557,BLKB
2023.0,Q1,1280263,2022-06-08,84564000,-0.15705940029350818,AMBA
2023.0,Q1,1288847,2023-05-04,73932000,-0.16676530580262441,FIVN
2023.0,Q1,1313275,2023-05-03,18103000,-0.21773135157655682,BCOV
2023.0,Q1,1314727,2023-02-09,138270000,-0.10803143177652214,SONO
2023.0,Q1,1321655,2023-05-09,178701000,-0.07112215171265099,PLTR
2023.0,Q1,1325702,2023-05-08,25252000,-0.21120506127513922,MX
2023.0,Q1,1327567,2022-11-18,711300000,0.4150851063996317,PANW
2023.0,Q1,1327811,2022-05-26,983125000,0.6632329398284801,WDAY
2023.0,Q1,1333822,2023-01-06,769000,-0.23355548307533602,LEDS
2023.0,Q1,1341439,2022-09-13,3777000000,3.2137490002387588,ORCL
2023.0,Q1,1350102,2023-05-15,3072016,-0.23145307001269658,ASTI
2023.0,Q1,1351636,2023-05-15,5280000,-0.229437411240157,SSTI
2023.0,Q1,1355839,2023-05-09,2778723,-0.23172081588783627,PALT
2023.0,Q1,1356093,2023-05-15,607000,-0.2337033721547639,CREX
2023.0,Q1,1361113,2023-05-02,88302000,-0.1536469967200435,VRNS
2023.0,Q1,1362190,2023-05-10,3275000,-0.2312677668219646,AEYE
2023.0,Q1,1366561,2022-06-07,88993000,-0.1530161858935951,SMAR
2023.0,Q1,1372612,2022-06-02,112592000,-0.13147276376138728,BOX
2023.0,Q1,1373715,2023-04-27,906000000,0.5928258703786505,NOW
2023.0,Q1,1375365,2022-11-04,139386000,-0.10701264034046365,SMCI
2023.0,Q1,1377789,2022-11-02,11997000,-0.22330549181721368,AVNW
2023.0,Q1,1378590,2023-02-14,1606000,-0.23279138949829217,BLIN
2023.0,Q1,1384905,2023-05-09,175515000,-0.07403063694139858,RNG
2023.0,Q1,1387467,2022-11-07,39201000,-0.19847108121996032,AOSL
2023.0,Q1,1389002,2023-05-04,5859000,-0.2289088447155353,MRIN
2023.0,Q1,1391127,2023-08-15,30593000,-0.20632928613178053,EGIO
2023.0,Q1,1393883,2023-05-10,8636000,-0.2263737337675654,DHX
2023.0,Q1,1394056,2023-05-11,2439443,-0.23203054309072688,OSS
2023.0,Q1,1396536,2023-05-15,841602,-0.233489205032468,DUOT
2023.0,Q1,1402436,2023-05-03,224000000,-0.02976889610152838,SSNC
2023.0,Q1,1404655,2023-05-03,220419000,-0.03303797507332533,HUBS
2023.0,Q1,1406666,2023-04-24,72990000,-0.16762525341263076,CALX
2023.0,Q1,1410384,2023-05-09,65556000,-0.1744117189463751,QTWO
2023.0,Q1,1413447,2023-05-02,1095000000,0.7653631297111341,NXPI
2023.0,Q1,1415404,2023-05-09,15872000,-0.21976802155312175,SATS
2023.0,Q1,1419275,2023-05-22,3874000,-0.23072094238630236,RVYL
2023.0,Q1,1419612,2023-05-08,146222000,-0.10077208634682949,SEDG
2023.0,Q1,1420520,2023-04-26,5375000,-0.22935068616271476,ATOM
2023.0,Q1,1422930,2023-05-09,11290000,-0.22395090897249445,PUBM
2023.0,Q1,1423774,2022-06-03,41839000,-0.19606286275372173,ZUO
2023.0,Q1,1425627,2023-05-15,228377,-0.23404901540735776,SOBR
2023.0,Q1,1431695,2023-05-09,37629000,-0.19990615302774162,OLO
2023.0,Q1,1431959,2023-05-12,10490603,-0.22468067493809554,MMAT
2023.0,Q1,1432133,2023-05-09,29003000,-0.20778079005949823,KLTR
2023.0,Q1,1433195,2023-04-28,61982000,-0.1776744076493079,APPF
2023.0,Q1,1435064,2023-02-14,2611116,-0.2318738235726243,CETX
2023.0,Q1,1438231,2023-05-11,13917000,-0.2215527323573281,DMRC
2023.0,Q1,1438423,2023-05-04,5635000,-0.2291133333191886,MRAM
2023.0,Q1,1441683,2023-05-09,71463000,-0.16901924492057097,APPN
2023.0,Q1,1441816,2022-06-03,161123000,-0.08716902972612399,MDB
2023.0,Q1,1445305,2023-05-02,81675000,-0.15969675554330473,WK
2023.0,Q1,1447669,2023-05-10,479206000,0.2032075261482378,TWLO
2023.0,Q1,1451809,2023-05-04,45052000,-0.19312972934506953,SITM
2023.0,Q1,1459200,2023-05-10,113398000,-0.13073696994645617,ALRM
2023.0,Q1,1462056,2023-05-12,18474000,-0.21739266732675602,BLZE
2023.0,Q1,1463101,2023-04-25,92848000,-0.14949697354054367,ENPH
2023.0,Q1,1463972,2023-05-10,6173241,-0.2286219755043718,VUZI
2023.0,Q1,1467623,2023-05-09,446000000,0.17289391644773808,DBX
2023.0,Q1,1468666,2022-06-02,61483000,-0.17812994252976774,SCWX
2023.0,Q1,1469367,2023-05-03,10814000,-0.22438544725525775,RUN
2023.0,Q1,1474432,2022-06-16,292654000,0.03290503512710829,PSTG
2023.0,Q1,1475115,2023-05-09,45082000,-0.1931023424785088,EB
2023.0,Q1,1476840,2023-05-09,9119000,-0.22593280521593795,EXFY
2023.0,Q1,1477294,2023-05-02,91919000,-0.1503450535083737,ST
2023.0,Q1,1477333,2023-04-27,148593000,-0.09860761099298124,NET
2023.0,Q1,1477720,2022-06-03,105172000,-0.1382464487574033,ASAN
2023.0,Q1,1493594,2023-02-02,74302000,-0.16642753444837563,MTSI
2023.0,Q1,1493761,2023-05-04,9353000,-0.2257191876567644,HEAR
2023.0,Q1,1496963,2023-05-09,115898000,-0.12845473106639685,SQSP
2023.0,Q1,1498233,2023-05-10,14992000,-0.22057136963890261,CPTN
2023.0,Q1,1500435,2023-05-09,69783000,-0.17055290944797083,GPRO
2023.0,Q1,1505155,2023-05-09,24597000,-0.21180300786171477,UPLD
2023.0,Q1,1505952,2022-06-08,39377000,-0.19831041160280413,DOMO
2023.0,Q1,1511737,2022-11-04,64710000,-0.17518402858338716,UI
2023.0,Q1,1512673,2023-05-04,1085161000,0.7563811503747727,SQ
2023.0,Q1,1514416,2023-05-03,48088000,-0.1903581784491255,BAND
2023.0,Q1,1517228,2023-05-04,324100000,0.06161194865604627,COMM
2023.0,Q1,1517375,2023-05-03,30941000,-0.20601159847967626,SPT
2023.0,Q1,1517413,2023-05-03,77868000,-0.16317214890985904,FSLY
2023.0,Q1,1518461,2023-05-15,762033,-0.23356184321864698,AMPG
2023.0,Q1,1528396,2022-12-07,113294000,-0.13083191108386663,GWRE
2023.0,Q1,1529274,2023-05-04,34705000,-0.20257545962185897,ALKT
2023.0,Q1,1534154,2023-05-11,2479316,-0.23199414320638104,AUID
2023.0,Q1,1535527,2022-06-03,201579000,-0.05023692727345227,CRWD
2023.0,Q1,1543151,2023-05-03,1362000000,1.0091062421014683,UBER
2023.0,Q1,1544522,2023-05-04,63574000,-0.17622107793048614,FRSH
2023.0,Q1,1554818,2023-05-19,358889,-0.23392987158307205,AUUD
2023.0,Q1,1560327,2023-05-10,96158000,-0.14647528926334513,RPD
2023.0,Q1,1561550,2023-05-05,380086000,0.11272131903164641,DDOG
2023.0,Q1,1562088,2023-05-10,75625000,-0.16521977363304824,DUOL
2023.0,Q1,1565228,2023-05-15,1885000,-0.23253669163927757,VISL
2023.0,Q1,1565687,2022-11-08,36649000,-0.20080079066872486,INTA
2023.0,Q1,1566610,2023-05-22,2228000,-0.23222356846493342,VERB
2023.0,Q1,1568100,2022-06-03,51888000,-0.18688917535143534,PD
2023.0,Q1,1569345,2022-06-14,30422000,-0.20648539127117657,CXM
2023.0,Q1,1571996,2022-06-06,1300000000,0.9525067178759973,DELL
2023.0,Q1,1575793,2023-05-17,6605670,-0.22822721299370574,WATT
2023.0,Q1,1577526,2022-09-01,82589000,-0.15886236900875503,AI
2023.0,Q1,1580560,2023-05-10,25499000,-0.21097957607378937,FLYW
2023.0,Q1,1580808,2023-05-04,24552000,-0.21184408816155584,ATEN
2023.0,Q1,1581760,2023-05-15,52934000,-0.18593428660401853,LIF
2023.0,Q1,1582961,2023-05-09,75513000,-0.1653220179348749,DOCN
2023.0,Q1,1583708,2022-06-01,73701000,-0.1669761846751419,S
2023.0,Q1,1584754,2022-11-14,18071000,-0.21776056423422158,AKTS
2023.0,Q1,1585521,2022-05-25,209466000,-0.043036920054641166,ZM
2023.0,Q1,1587523,2023-05-02,43100000,-0.19491170146261982,KN
2023.0,Q1,1590418,2023-05-16,838225,-0.2334922878807472,FCUV
2023.0,Q1,1590955,2023-05-04,74274000,-0.16645309552383228,PAYC
2023.0,Q1,1591698,2022-11-04,63169000,-0.17659080062905574,PCTY
2023.0,Q1,1596532,2023-05-02,373414000,0.10663047990854413,ANET
2023.0,Q1,1601046,2023-03-03,437000000,0.16467785647952457,KEYS
2023.0,Q1,1604778,2022-08-04,320647000,0.058459720314908356,QRVO
2023.0,Q1,1611052,2023-05-05,140290000,-0.1061873827614342,PCOR
2023.0,Q1,1614178,2022-06-09,31159000,-0.2058125872493351,YEXT
2023.0,Q1,1615165,2023-05-10,21410000,-0.21471240598601438,VERI
2023.0,Q1,1616533,2023-01-03,41713000,-0.19617788759327673,SGH
2023.0,Q1,1624512,2023-05-10,1210000,-0.23315289613689358,BOXL
2023.0,Q1,1625641,2023-05-10,28090000,-0.2086142636984959,LAW
2023.0,Q1,1626450,2023-05-05,41789000,-0.19610850753132292,BIGC
2023.0,Q1,1631282,2022-11-14,550548,-0.2337549069344667,DTSS
2023.0,Q1,1633978,2022-11-08,126800000,-0.11850234375823424,LITE
2023.0,Q1,1642896,2022-06-08,64515000,-0.1753620432160318,IOT
2023.0,Q1,1645590,2023-03-07,1127000000,0.7945757873758933,HPE
2023.0,Q1,1646188,2023-05-15,10882198,-0.2243231896044008,ONDS
2023.0,Q1,1648960,2023-05-15,346574,-0.2339411138917952,DATS
2023.0,Q1,1650164,2023-05-10,147000000,-0.10006185360735503,TOST
2023.0,Q1,1650372,2022-11-04,671146000,0.37842869840367116,TEAM
2023.0,Q1,1652535,2023-05-10,9164000,-0.22589172491609688,ICHR
2023.0,Q1,1653482,2022-06-07,53170000,-0.18571884325374094,GTLB
2023.0,Q1,1659166,2023-04-26,199200000,-0.0524087057917167,FTV
2023.0,Q1,1660134,2022-06-03,230514000,-0.023822294475645846,OKTA
2023.0,Q1,1660280,2023-05-03,72473000,-0.16809722041302702,TENB
2023.0,Q1,1662684,2023-05-15,2109562,-0.232331689988324,KULR
2023.0,Q1,1665300,2023-05-12,2775000,-0.23172421459797646,PHUN
2023.0,Q1,1666134,2023-05-05,52353000,-0.18646467891974433,BL
2023.0,Q1,1667011,2023-05-04,20837000,-0.21523549513732396,AIP
2023.0,Q1,1671933,2023-05-10,165709000,-0.0829824907245432,TTD
2023.0,Q1,1676238,2022-06-14,33417000,-0.20375126909286553,BRZE
2023.0,Q1,1677703,2023-05-03,3000000,-0.23151881309877112,CNDT
2023.0,Q1,1680062,2023-05-09,31375000,-0.20561540181009796,ACMR
2023.0,Q1,1682149,2023-05-15,3430000,-0.2311262680114009,WISA
2023.0,Q1,1697851,2023-05-15,9050000,-0.22599579500902758,REKR
2023.0,Q1,1699838,2023-05-03,142551000,-0.10412332591830857,CFLT
2023.0,Q1,1701732,2023-05-04,100330000,-0.14266668902030216,ALTR
2023.0,Q1,1702924,2023-05-10,2567000,-0.23191409687279738,WRAP
2023.0,Q1,1707753,2022-08-29,138031000,-0.1082496138134558,ESTC
2023.0,Q1,1713683,2022-12-07,328647000,0.06576288473109813,ZS
2023.0,Q1,1718939,2023-05-15,1126055,-0.2332295291540082,IDAI
